,year,typeOfEmployment,sex,province,numEmployed
1044,2002,Full-time employment,Females,Newfoundland and Labrador,75.1
1045,2002,Full-time employment,Females,Nova Scotia,151.2
1046,2002,Full-time employment,Females,Ontario,2030.9
1047,2002,Full-time employment,Females,Prince Edward Island,23.6
1048,2002,Full-time employment,Females,Quebec,1181.9
1049,2002,Full-time employment,Females,Saskatchewan,147.3
1050,2002,Full-time employment,Males,Alberta,808.0
1051,2002,Full-time employment,Males,British Columbia,880.8
1052,2002,Full-time employment,Males,Manitoba,265.5
1053,2002,Full-time employment,Males,New Brunswick,158.2
1054,2002,Full-time employment,Males,Newfoundland and Labrador,97.5
1055,2002,Full-time employment,Males,Nova Scotia,190.1
1056,2002,Full-time employment,Males,Ontario,2811.4
1057,2002,Full-time employment,Males,Prince Edward Island,29.5
1058,2002,Full-time employment,Males,Quebec,1682.2
1059,2002,Full-time employment,Males,Saskatchewan,217.0
1060,2002,Part-time employment ,Females,Alberta,203.1
1061,2002,Part-time employment ,Females,British Columbia,290.1
1062,2002,Part-time employment ,Females,Manitoba,75.0
1063,2002,Part-time employment ,Females,New Brunswick,37.9
1064,2002,Part-time employment ,Females,Newfoundland and Labrador,23.3
1065,2002,Part-time employment ,Females,Nova Scotia,53.4
1066,2002,Part-time employment ,Females,Ontario,747.3
1067,2002,Part-time employment ,Females,Prince Edward Island,7.5
1068,2002,Part-time employment ,Females,Quebec,420.8
1069,2002,Part-time employment ,Females,Saskatchewan,61.4
1070,2002,Part-time employment ,Males,Alberta,90.9
1071,2002,Part-time employment ,Males,British Columbia,134.2
1072,2002,Part-time employment ,Males,Manitoba,31.3
1073,2002,Part-time employment ,Males,New Brunswick,15.1
1074,2002,Part-time employment ,Males,Newfoundland and Labrador,9.8
1075,2002,Part-time employment ,Males,Nova Scotia,25.2
1076,2002,Part-time employment ,Males,Ontario,336.6
1077,2002,Part-time employment ,Males,Prince Edward Island,3.0
1078,2002,Part-time employment ,Males,Quebec,198.1
1079,2002,Part-time employment ,Males,Saskatchewan,30.9
1080,2003,Full-time employment,Females,Alberta,555.9
1081,2003,Full-time employment,Females,British Columbia,603.7
1082,2003,Full-time employment,Females,Manitoba,184.7
1083,2003,Full-time employment,Females,New Brunswick,128.2
1084,2003,Full-time employment,Females,Newfoundland and Labrador,76.6
1085,2003,Full-time employment,Females,Nova Scotia,148.1
1086,2003,Full-time employment,Females,Ontario,2109.2
1087,2003,Full-time employment,Females,Prince Edward Island,24.3
1088,2003,Full-time employment,Females,Quebec,1232.6
1089,2003,Full-time employment,Females,Saskatchewan,159.4
1090,2003,Full-time employment,Males,Alberta,839.2
1091,2003,Full-time employment,Males,British Columbia,902.0
1092,2003,Full-time employment,Males,Manitoba,267.4
1093,2003,Full-time employment,Males,New Brunswick,162.7
1094,2003,Full-time employment,Males,Newfoundland and Labrador,100.4
1095,2003,Full-time employment,Males,Nova Scotia,198.2
1096,2003,Full-time employment,Males,Ontario,2922.2
1097,2003,Full-time employment,Males,Prince Edward Island,29.5
1098,2003,Full-time employment,Males,Quebec,1731.1
1099,2003,Full-time employment,Males,Saskatchewan,220.9
1100,2003,Part-time employment ,Females,Alberta,213.8
1101,2003,Part-time employment ,Females,British Columbia,321.5
1102,2003,Part-time employment ,Females,Manitoba,77.9
1103,2003,Part-time employment ,Females,New Brunswick,39.1
1104,2003,Part-time employment ,Females,Newfoundland and Labrador,22.6
1105,2003,Part-time employment ,Females,Nova Scotia,60.0
1106,2003,Part-time employment ,Females,Ontario,772.5
1107,2003,Part-time employment ,Females,Prince Edward Island,7.1
1108,2003,Part-time employment ,Females,Quebec,447.0
1109,2003,Part-time employment ,Females,Saskatchewan,62.9
1110,2003,Part-time employment ,Males,Alberta,93.2
1111,2003,Part-time employment ,Males,British Columbia,143.8
1112,2003,Part-time employment ,Males,Manitoba,34.2
1113,2003,Part-time employment ,Males,New Brunswick,15.0
1114,2003,Part-time employment ,Males,Newfoundland and Labrador,9.3
1115,2003,Part-time employment ,Males,Nova Scotia,23.4
1116,2003,Part-time employment ,Males,Ontario,360.9
1117,2003,Part-time employment ,Males,Prince Edward Island,4.0
1118,2003,Part-time employment ,Males,Quebec,204.7
1119,2003,Part-time employment ,Males,Saskatchewan,31.6
1120,2004,Full-time employment,Females,Alberta,576.3
1121,2004,Full-time employment,Females,British Columbia,654.7
1122,2004,Full-time employment,Females,Manitoba,189.9
1123,2004,Full-time employment,Females,New Brunswick,127.0
1124,2004,Full-time employment,Females,Newfoundland and Labrador,82.3
1125,2004,Full-time employment,Females,Nova Scotia,150.6
1126,2004,Full-time employment,Females,Ontario,2176.9
1127,2004,Full-time employment,Females,Prince Edward Island,24.8
1128,2004,Full-time employment,Females,Quebec,1244.5
1129,2004,Full-time employment,Females,Saskatchewan,156.8
1130,2004,Full-time employment,Males,Alberta,863.6
1131,2004,Full-time employment,Males,British Columbia,926.7
1132,2004,Full-time employment,Males,Manitoba,266.5
1133,2004,Full-time employment,Males,New Brunswick,162.0
1134,2004,Full-time employment,Males,Newfoundland and Labrador,98.9
1135,2004,Full-time employment,Males,Nova Scotia,198.8
1136,2004,Full-time employment,Males,Ontario,2983.1
1137,2004,Full-time employment,Males,Prince Edward Island,30.5
1138,2004,Full-time employment,Males,Quebec,1711.7
1139,2004,Full-time employment,Males,Saskatchewan,228.8
1140,2004,Part-time employment ,Females,Alberta,220.1
1141,2004,Part-time employment ,Females,British Columbia,302.5
1142,2004,Part-time employment ,Females,Manitoba,76.3
1143,2004,Part-time employment ,Females,New Brunswick,39.6
1144,2004,Part-time employment ,Females,Newfoundland and Labrador,21.4
1145,2004,Part-time employment ,Females,Nova Scotia,58.6
1146,2004,Part-time employment ,Females,Ontario,773.2
1147,2004,Part-time employment ,Females,Prince Edward Island,7.7
1148,2004,Part-time employment ,Females,Quebec,455.7
1149,2004,Part-time employment ,Females,Saskatchewan,64.1
1150,2004,Part-time employment ,Males,Alberta,95.0
1151,2004,Part-time employment ,Males,British Columbia,139.7
1152,2004,Part-time employment ,Males,Manitoba,36.7
1153,2004,Part-time employment ,Males,New Brunswick,15.6
1154,2004,Part-time employment ,Males,Newfoundland and Labrador,10.0
1155,2004,Part-time employment ,Males,Nova Scotia,25.9
1156,2004,Part-time employment ,Males,Ontario,360.6
1157,2004,Part-time employment ,Males,Prince Edward Island,2.9
1158,2004,Part-time employment ,Males,Quebec,226.2
1159,2004,Part-time employment ,Males,Saskatchewan,25.1
1160,2005,Full-time employment,Females,Alberta,587.2
1161,2005,Full-time employment,Females,British Columbia,668.0
1162,2005,Full-time employment,Females,Manitoba,193.6
1163,2005,Full-time employment,Females,New Brunswick,131.4
1164,2005,Full-time employment,Females,Newfoundland and Labrador,79.7
1165,2005,Full-time employment,Females,Nova Scotia,157.0
1166,2005,Full-time employment,Females,Ontario,2144.6
1167,2005,Full-time employment,Females,Prince Edward Island,25.8
1168,2005,Full-time employment,Females,Quebec,1285.2
1169,2005,Full-time employment,Females,Saskatchewan,159.7
1170,2005,Full-time employment,Males,Alberta,887.9
1171,2005,Full-time employment,Males,British Columbia,978.3
1172,2005,Full-time employment,Males,Manitoba,273.5
1173,2005,Full-time employment,Males,New Brunswick,160.4
1174,2005,Full-time employment,Males,Newfoundland and Labrador,102.1
1175,2005,Full-time employment,Males,Nova Scotia,201.4
1176,2005,Full-time employment,Males,Ontario,2995.7
1177,2005,Full-time employment,Males,Prince Edward Island,31.0
1178,2005,Full-time employment,Males,Quebec,1755.7
1179,2005,Full-time employment,Males,Saskatchewan,229.7
1180,2005,Part-time employment ,Females,Alberta,228.5
1181,2005,Part-time employment ,Females,British Columbia,295.7
1182,2005,Part-time employment ,Females,Manitoba,76.9
1183,2005,Part-time employment ,Females,New Brunswick,38.8
1184,2005,Part-time employment ,Females,Newfoundland and Labrador,21.0
1185,2005,Part-time employment ,Females,Nova Scotia,55.6
1186,2005,Part-time employment ,Females,Ontario,826.9
1187,2005,Part-time employment ,Females,Prince Edward Island,8.0
1188,2005,Part-time employment ,Females,Quebec,445.6
1189,2005,Part-time employment ,Females,Saskatchewan,67.8
1190,2005,Part-time employment ,Males,Alberta,92.6
1191,2005,Part-time employment ,Males,British Columbia,113.5
1192,2005,Part-time employment ,Males,Manitoba,31.9
1193,2005,Part-time employment ,Males,New Brunswick,16.1
1194,2005,Part-time employment ,Males,Newfoundland and Labrador,11.0
1195,2005,Part-time employment ,Males,Nova Scotia,26.2
1196,2005,Part-time employment ,Males,Ontario,361.5
1197,2005,Part-time employment ,Males,Prince Edward Island,3.2
1198,2005,Part-time employment ,Males,Quebec,218.7
1199,2005,Part-time employment ,Males,Saskatchewan,27.9
1200,2006,Full-time employment,Females,Alberta,619.5
1201,2006,Full-time employment,Females,British Columbia,698.6
1202,2006,Full-time employment,Females,Manitoba,189.4
1203,2006,Full-time employment,Females,New Brunswick,130.3
1204,2006,Full-time employment,Females,Newfoundland and Labrador,79.9
1205,2006,Full-time employment,Females,Nova Scotia,160.0
1206,2006,Full-time employment,Females,Ontario,2257.9
1207,2006,Full-time employment,Females,Prince Edward Island,26.2
1208,2006,Full-time employment,Females,Quebec,1279.5
1209,2006,Full-time employment,Females,Saskatchewan,160.6
1210,2006,Full-time employment,Males,Alberta,925.7
1211,2006,Full-time employment,Males,British Columbia,987.0
1212,2006,Full-time employment,Males,Manitoba,271.3
1213,2006,Full-time employment,Males,New Brunswick,160.9
1214,2006,Full-time employment,Males,Newfoundland and Labrador,96.5
1215,2006,Full-time employment,Males,Nova Scotia,198.0
1216,2006,Full-time employment,Males,Ontario,3002.5
1217,2006,Full-time employment,Males,Prince Edward Island,30.9
1218,2006,Full-time employment,Males,Quebec,1763.2
1219,2006,Full-time employment,Males,Saskatchewan,224.5
1220,2006,Part-time employment ,Females,Alberta,219.3
1221,2006,Part-time employment ,Females,British Columbia,302.4
1222,2006,Part-time employment ,Females,Manitoba,82.7
1223,2006,Part-time employment ,Females,New Brunswick,42.3
1224,2006,Part-time employment ,Females,Newfoundland and Labrador,22.6
1225,2006,Part-time employment ,Females,Nova Scotia,58.2
1226,2006,Part-time employment ,Females,Ontario,759.3
1227,2006,Part-time employment ,Females,Prince Edward Island,7.5
1228,2006,Part-time employment ,Females,Quebec,454.3
1229,2006,Part-time employment ,Females,Saskatchewan,65.0
1230,2006,Part-time employment ,Males,Alberta,87.7
1231,2006,Part-time employment ,Males,British Columbia,125.9
1232,2006,Part-time employment ,Males,Manitoba,37.5
1233,2006,Part-time employment ,Males,New Brunswick,18.9
1234,2006,Part-time employment ,Males,Newfoundland and Labrador,9.8
1235,2006,Part-time employment ,Males,Nova Scotia,25.0
1236,2006,Part-time employment ,Males,Ontario,385.9
1237,2006,Part-time employment ,Males,Prince Edward Island,3.1
1238,2006,Part-time employment ,Males,Quebec,221.6
1239,2006,Part-time employment ,Males,Saskatchewan,29.4
1240,2007,Full-time employment,Females,Alberta,662.7
1241,2007,Full-time employment,Females,British Columbia,729.3
1242,2007,Full-time employment,Females,Manitoba,196.5
1243,2007,Full-time employment,Females,New Brunswick,133.7
1244,2007,Full-time employment,Females,Newfoundland and Labrador,82.2
1245,2007,Full-time employment,Females,Nova Scotia,170.2
1246,2007,Full-time employment,Females,Ontario,2285.3
1247,2007,Full-time employment,Females,Prince Edward Island,25.8
1248,2007,Full-time employment,Females,Quebec,1323.0
1249,2007,Full-time employment,Females,Saskatchewan,167.6
1250,2007,Full-time employment,Males,Alberta,993.4
1251,2007,Full-time employment,Males,British Columbia,1015.5
1252,2007,Full-time employment,Males,Manitoba,277.0
1253,2007,Full-time employment,Males,New Brunswick,161.9
1254,2007,Full-time employment,Males,Newfoundland and Labrador,100.8
1255,2007,Full-time employment,Males,Nova Scotia,197.3
1256,2007,Full-time employment,Males,Ontario,3007.3
1257,2007,Full-time employment,Males,Prince Edward Island,31.6
1258,2007,Full-time employment,Males,Quebec,1749.2
1259,2007,Full-time employment,Males,Saskatchewan,239.9
1260,2007,Part-time employment ,Females,Alberta,218.2
1261,2007,Part-time employment ,Females,British Columbia,296.9
1262,2007,Part-time employment ,Females,Manitoba,77.3
1263,2007,Part-time employment ,Females,New Brunswick,40.4
1264,2007,Part-time employment ,Females,Newfoundland and Labrador,22.6
1265,2007,Part-time employment ,Females,Nova Scotia,53.2
1266,2007,Part-time employment ,Females,Ontario,821.9
1267,2007,Part-time employment ,Females,Prince Edward Island,8.4
1268,2007,Part-time employment ,Females,Quebec,461.4
1269,2007,Part-time employment ,Females,Saskatchewan,69.5
1270,2007,Part-time employment ,Males,Alberta,88.6
1271,2007,Part-time employment ,Males,British Columbia,154.4
1272,2007,Part-time employment ,Males,Manitoba,34.9
1273,2007,Part-time employment ,Males,New Brunswick,16.8
1274,2007,Part-time employment ,Males,Newfoundland and Labrador,9.1
1275,2007,Part-time employment ,Males,Nova Scotia,27.9
1276,2007,Part-time employment ,Males,Ontario,385.4
1277,2007,Part-time employment ,Males,Prince Edward Island,3.5
1278,2007,Part-time employment ,Males,Quebec,253.4
1279,2007,Part-time employment ,Males,Saskatchewan,27.6
1280,2008,Full-time employment,Females,Alberta,686.8
1281,2008,Full-time employment,Females,British Columbia,726.2
1282,2008,Full-time employment,Females,Manitoba,200.6
1283,2008,Full-time employment,Females,New Brunswick,142.0
1284,2008,Full-time employment,Females,Newfoundland and Labrador,83.2
1285,2008,Full-time employment,Females,Nova Scotia,163.9
1286,2008,Full-time employment,Females,Ontario,2318.7
1287,2008,Full-time employment,Females,Prince Edward Island,26.8
1288,2008,Full-time employment,Females,Quebec,1352.2
1289,2008,Full-time employment,Females,Saskatchewan,171.8
1290,2008,Full-time employment,Males,Alberta,1021.3
1291,2008,Full-time employment,Males,British Columbia,1052.0
1292,2008,Full-time employment,Males,Manitoba,285.8
1293,2008,Full-time employment,Males,New Brunswick,166.8
1294,2008,Full-time employment,Males,Newfoundland and Labrador,107.0
1295,2008,Full-time employment,Males,Nova Scotia,201.5
1296,2008,Full-time employment,Males,Ontario,3045.2
1297,2008,Full-time employment,Males,Prince Edward Island,30.9
1298,2008,Full-time employment,Males,Quebec,1803.5
1299,2008,Full-time employment,Males,Saskatchewan,243.4
1300,2008,Part-time employment ,Females,Alberta,218.9
1301,2008,Part-time employment ,Females,British Columbia,318.0
1302,2008,Part-time employment ,Females,Manitoba,76.0
1303,2008,Part-time employment ,Females,New Brunswick,35.0
1304,2008,Part-time employment ,Females,Newfoundland and Labrador,23.1
1305,2008,Part-time employment ,Females,Nova Scotia,60.4
1306,2008,Part-time employment ,Females,Ontario,829.9
1307,2008,Part-time employment ,Females,Prince Edward Island,7.3
1308,2008,Part-time employment ,Females,Quebec,492.9
1309,2008,Part-time employment ,Females,Saskatchewan,61.6
1310,2008,Part-time employment ,Males,Alberta,103.2
1311,2008,Part-time employment ,Males,British Columbia,145.2
1312,2008,Part-time employment ,Males,Manitoba,34.9
1313,2008,Part-time employment ,Males,New Brunswick,16.3
1314,2008,Part-time employment ,Males,Newfoundland and Labrador,9.5
1315,2008,Part-time employment ,Males,Nova Scotia,25.9
1316,2008,Part-time employment ,Males,Ontario,385.0
1317,2008,Part-time employment ,Males,Prince Edward Island,4.2
1318,2008,Part-time employment ,Males,Quebec,244.4
1319,2008,Part-time employment ,Males,Saskatchewan,31.4
1320,2009,Full-time employment,Females,Alberta,668.9
1321,2009,Full-time employment,Females,British Columbia,723.6
1322,2009,Full-time employment,Females,Manitoba,202.9
1323,2009,Full-time employment,Females,New Brunswick,135.7
1324,2009,Full-time employment,Females,Newfoundland and Labrador,84.5
1325,2009,Full-time employment,Females,Nova Scotia,169.5
1326,2009,Full-time employment,Females,Ontario,2310.2
1327,2009,Full-time employment,Females,Prince Edward Island,26.0
1328,2009,Full-time employment,Females,Quebec,1367.3
1329,2009,Full-time employment,Females,Saskatchewan,177.7
1330,2009,Full-time employment,Males,Alberta,1033.8
1331,2009,Full-time employment,Males,British Columbia,1010.9
1332,2009,Full-time employment,Males,Manitoba,285.1
1333,2009,Full-time employment,Males,New Brunswick,166.5
1334,2009,Full-time employment,Males,Newfoundland and Labrador,100.7
1335,2009,Full-time employment,Males,Nova Scotia,200.2
1336,2009,Full-time employment,Males,Ontario,2935.1
1337,2009,Full-time employment,Males,Prince Edward Island,30.2
1338,2009,Full-time employment,Males,Quebec,1768.5
1339,2009,Full-time employment,Males,Saskatchewan,247.2
1340,2009,Part-time employment ,Females,Alberta,252.8
1341,2009,Part-time employment ,Females,British Columbia,323.9
1342,2009,Part-time employment ,Females,Manitoba,77.5
1343,2009,Part-time employment ,Females,New Brunswick,41.5
1344,2009,Part-time employment ,Females,Newfoundland and Labrador,21.0
1345,2009,Part-time employment ,Females,Nova Scotia,54.6
1346,2009,Part-time employment ,Females,Ontario,815.5
1347,2009,Part-time employment ,Females,Prince Edward Island,7.1
1348,2009,Part-time employment ,Females,Quebec,483.6
1349,2009,Part-time employment ,Females,Saskatchewan,68.6
1350,2009,Part-time employment ,Males,Alberta,104.0
1351,2009,Part-time employment ,Males,British Columbia,147.9
1352,2009,Part-time employment ,Males,Manitoba,34.5
1353,2009,Part-time employment ,Males,New Brunswick,20.6
1354,2009,Part-time employment ,Males,Newfoundland and Labrador,9.1
1355,2009,Part-time employment ,Males,Nova Scotia,25.1
1356,2009,Part-time employment ,Males,Ontario,419.6
1357,2009,Part-time employment ,Males,Prince Edward Island,3.3
1358,2009,Part-time employment ,Males,Quebec,235.5
1359,2009,Part-time employment ,Males,Saskatchewan,33.0
1360,2010,Full-time employment,Females,Alberta,665.4
1361,2010,Full-time employment,Females,British Columbia,719.2
1362,2010,Full-time employment,Females,Manitoba,201.7
1363,2010,Full-time employment,Females,New Brunswick,137.9
1364,2010,Full-time employment,Females,Newfoundland and Labrador,86.7
1365,2010,Full-time employment,Females,Nova Scotia,164.2
1366,2010,Full-time employment,Females,Ontario,2341.7
1367,2010,Full-time employment,Females,Prince Edward Island,25.9
1368,2010,Full-time employment,Females,Quebec,1366.9
1369,2010,Full-time employment,Females,Saskatchewan,180.1
1370,2010,Full-time employment,Males,Alberta,1002.9
1371,2010,Full-time employment,Males,British Columbia,997.6
1372,2010,Full-time employment,Males,Manitoba,280.7
1373,2010,Full-time employment,Males,New Brunswick,167.0
1374,2010,Full-time employment,Males,Newfoundland and Labrador,99.9
1375,2010,Full-time employment,Males,Nova Scotia,194.1
1376,2010,Full-time employment,Males,Ontario,2893.4
1377,2010,Full-time employment,Males,Prince Edward Island,31.2
1378,2010,Full-time employment,Males,Quebec,1767.6
1379,2010,Full-time employment,Males,Saskatchewan,253.0
1380,2010,Part-time employment ,Females,Alberta,258.9
1381,2010,Part-time employment ,Females,British Columbia,336.4
1382,2010,Part-time employment ,Females,Manitoba,82.5
1383,2010,Part-time employment ,Females,New Brunswick,37.1
1384,2010,Part-time employment ,Females,Newfoundland and Labrador,22.0
1385,2010,Part-time employment ,Females,Nova Scotia,59.8
1386,2010,Part-time employment ,Females,Ontario,835.6
1387,2010,Part-time employment ,Females,Prince Edward Island,8.5
1388,2010,Part-time employment ,Females,Quebec,503.3
1389,2010,Part-time employment ,Females,Saskatchewan,64.9
1390,2010,Part-time employment ,Males,Alberta,94.9
1391,2010,Part-time employment ,Males,British Columbia,156.9
1392,2010,Part-time employment ,Males,Manitoba,38.1
1393,2010,Part-time employment ,Males,New Brunswick,15.9
1394,2010,Part-time employment ,Males,Newfoundland and Labrador,8.7
1395,2010,Part-time employment ,Males,Nova Scotia,26.5
1396,2010,Part-time employment ,Males,Ontario,413.0
1397,2010,Part-time employment ,Males,Prince Edward Island,4.6
1398,2010,Part-time employment ,Males,Quebec,256.3
1399,2010,Part-time employment ,Males,Saskatchewan,27.3
1400,2011,Full-time employment,Females,Alberta,666.9
1401,2011,Full-time employment,Females,British Columbia,726.5
1402,2011,Full-time employment,Females,Manitoba,209.1
1403,2011,Full-time employment,Females,New Brunswick,136.0
1404,2011,Full-time employment,Females,Newfoundland and Labrador,90.0
1405,2011,Full-time employment,Females,Nova Scotia,166.4
1406,2011,Full-time employment,Females,Ontario,2337.8
1407,2011,Full-time employment,Females,Prince Edward Island,26.9
1408,2011,Full-time employment,Females,Quebec,1397.7
1409,2011,Full-time employment,Females,Saskatchewan,180.6
1410,2011,Full-time employment,Males,Alberta,1010.9
1411,2011,Full-time employment,Males,British Columbia,993.9
1412,2011,Full-time employment,Males,Manitoba,283.6
1413,2011,Full-time employment,Males,New Brunswick,163.6
1414,2011,Full-time employment,Males,Newfoundland and Labrador,105.3
1415,2011,Full-time employment,Males,Nova Scotia,200.6
1416,2011,Full-time employment,Males,Ontario,2994.6
1417,2011,Full-time employment,Males,Prince Edward Island,31.3
1418,2011,Full-time employment,Males,Quebec,1805.4
1419,2011,Full-time employment,Males,Saskatchewan,259.7
1420,2011,Part-time employment ,Females,Alberta,269.7
1421,2011,Part-time employment ,Females,British Columbia,333.8
1422,2011,Part-time employment ,Females,Manitoba,80.1
1423,2011,Part-time employment ,Females,New Brunswick,39.7
1424,2011,Part-time employment ,Females,Newfoundland and Labrador,23.4
1425,2011,Part-time employment ,Females,Nova Scotia,58.0
1426,2011,Part-time employment ,Females,Ontario,858.7
1427,2011,Part-time employment ,Females,Prince Edward Island,7.7
1428,2011,Part-time employment ,Females,Quebec,497.3
1429,2011,Part-time employment ,Females,Saskatchewan,66.7
1430,2011,Part-time employment ,Males,Alberta,113.3
1431,2011,Part-time employment ,Males,British Columbia,162.2
1432,2011,Part-time employment ,Males,Manitoba,38.4
1433,2011,Part-time employment ,Males,New Brunswick,18.4
1434,2011,Part-time employment ,Males,Newfoundland and Labrador,11.7
1435,2011,Part-time employment ,Males,Nova Scotia,27.4
1436,2011,Part-time employment ,Males,Ontario,446.9
1437,2011,Part-time employment ,Males,Prince Edward Island,4.4
1438,2011,Part-time employment ,Males,Quebec,272.2
1439,2011,Part-time employment ,Males,Saskatchewan,26.5
1440,2012,Full-time employment,Females,Alberta,723.7
1441,2012,Full-time employment,Females,British Columbia,748.2
1442,2012,Full-time employment,Females,Manitoba,202.3
1443,2012,Full-time employment,Females,New Brunswick,133.8
1444,2012,Full-time employment,Females,Newfoundland and Labrador,92.5
1445,2012,Full-time employment,Females,Nova Scotia,169.5
1446,2012,Full-time employment,Females,Ontario,2345.0
1447,2012,Full-time employment,Females,Prince Edward Island,27.3
1448,2012,Full-time employment,Females,Quebec,1391.5
1449,2012,Full-time employment,Females,Saskatchewan,182.4
1450,2012,Full-time employment,Males,Alberta,1073.5
1451,2012,Full-time employment,Males,British Columbia,998.3
1452,2012,Full-time employment,Males,Manitoba,288.4
1453,2012,Full-time employment,Males,New Brunswick,167.1
1454,2012,Full-time employment,Males,Newfoundland and Labrador,111.4
1455,2012,Full-time employment,Males,Nova Scotia,201.6
1456,2012,Full-time employment,Males,Ontario,3040.0
1457,2012,Full-time employment,Males,Prince Edward Island,32.2
1458,2012,Full-time employment,Males,Quebec,1785.4
1459,2012,Full-time employment,Males,Saskatchewan,263.2
1460,2012,Part-time employment ,Females,Alberta,247.2
1461,2012,Part-time employment ,Females,British Columbia,334.1
1462,2012,Part-time employment ,Females,Manitoba,84.7
1463,2012,Part-time employment ,Females,New Brunswick,41.1
1464,2012,Part-time employment ,Females,Newfoundland and Labrador,21.5
1465,2012,Part-time employment ,Females,Nova Scotia,57.6
1466,2012,Part-time employment ,Females,Ontario,860.4
1467,2012,Part-time employment ,Females,Prince Edward Island,7.9
1468,2012,Part-time employment ,Females,Quebec,490.9
1469,2012,Part-time employment ,Females,Saskatchewan,64.7
1470,2012,Part-time employment ,Males,Alberta,97.8
1471,2012,Part-time employment ,Males,British Columbia,167.8
1472,2012,Part-time employment ,Males,Manitoba,37.5
1473,2012,Part-time employment ,Males,New Brunswick,15.6
1474,2012,Part-time employment ,Males,Newfoundland and Labrador,10.2
1475,2012,Part-time employment ,Males,Nova Scotia,28.3
1476,2012,Part-time employment ,Males,Ontario,424.4
1477,2012,Part-time employment ,Males,Prince Edward Island,4.1
1478,2012,Part-time employment ,Males,Quebec,262.4
1479,2012,Part-time employment ,Males,Saskatchewan,30.0
1480,2013,Full-time employment,Females,Alberta,752.5
1481,2013,Full-time employment,Females,British Columbia,752.8
1482,2013,Full-time employment,Females,Manitoba,208.4
1483,2013,Full-time employment,Females,New Brunswick,134.8
1484,2013,Full-time employment,Females,Newfoundland and Labrador,93.6
1485,2013,Full-time employment,Females,Nova Scotia,164.6
1486,2013,Full-time employment,Females,Ontario,2404.1
1487,2013,Full-time employment,Females,Prince Edward Island,28.1
1488,2013,Full-time employment,Females,Quebec,1442.1
1489,2013,Full-time employment,Females,Saskatchewan,187.7
1490,2013,Full-time employment,Males,Alberta,1102.4
1491,2013,Full-time employment,Males,British Columbia,1010.7
1492,2013,Full-time employment,Males,Manitoba,300.3
1493,2013,Full-time employment,Males,New Brunswick,158.2
1494,2013,Full-time employment,Males,Newfoundland and Labrador,117.5
1495,2013,Full-time employment,Males,Nova Scotia,199.7
1496,2013,Full-time employment,Males,Ontario,3036.2
1497,2013,Full-time employment,Males,Prince Edward Island,32.7
1498,2013,Full-time employment,Males,Quebec,1867.0
1499,2013,Full-time employment,Males,Saskatchewan,273.4
1500,2013,Part-time employment ,Females,Alberta,246.9
1501,2013,Part-time employment ,Females,British Columbia,330.9
1502,2013,Part-time employment ,Females,Manitoba,85.4
1503,2013,Part-time employment ,Females,New Brunswick,39.9
1504,2013,Part-time employment ,Females,Newfoundland and Labrador,25.0
1505,2013,Part-time employment ,Females,Nova Scotia,61.1
1506,2013,Part-time employment ,Females,Ontario,880.6
1507,2013,Part-time employment ,Females,Prince Edward Island,9.3
1508,2013,Part-time employment ,Females,Quebec,509.2
1509,2013,Part-time employment ,Females,Saskatchewan,68.2
1510,2013,Part-time employment ,Males,Alberta,101.8
1511,2013,Part-time employment ,Males,British Columbia,156.5
1512,2013,Part-time employment ,Males,Manitoba,37.8
1513,2013,Part-time employment ,Males,New Brunswick,18.3
1514,2013,Part-time employment ,Males,Newfoundland and Labrador,10.4
1515,2013,Part-time employment ,Males,Nova Scotia,28.0
1516,2013,Part-time employment ,Males,Ontario,450.9
1517,2013,Part-time employment ,Males,Prince Edward Island,4.4
1518,2013,Part-time employment ,Males,Quebec,253.7
1519,2013,Part-time employment ,Males,Saskatchewan,32.3
1520,2014,Full-time employment,Females,Alberta,753.9
1521,2014,Full-time employment,Females,British Columbia,740.2
1522,2014,Full-time employment,Females,Manitoba,209.3
1523,2014,Full-time employment,Females,New Brunswick,135.9
1524,2014,Full-time employment,Females,Newfoundland and Labrador,90.9
1525,2014,Full-time employment,Females,Nova Scotia,164.5
1526,2014,Full-time employment,Females,Ontario,2436.2
1527,2014,Full-time employment,Females,Prince Edward Island,29.0
1528,2014,Full-time employment,Females,Quebec,1428.5
1529,2014,Full-time employment,Females,Saskatchewan,189.2
1530,2014,Full-time employment,Males,Alberta,1122.6
1531,2014,Full-time employment,Males,British Columbia,1019.8
1532,2014,Full-time employment,Males,Manitoba,295.2
1533,2014,Full-time employment,Males,New Brunswick,166.3
1534,2014,Full-time employment,Males,Newfoundland and Labrador,114.9
1535,2014,Full-time employment,Males,Nova Scotia,196.4
1536,2014,Full-time employment,Males,Ontario,3096.6
1537,2014,Full-time employment,Males,Prince Edward Island,32.1
1538,2014,Full-time employment,Males,Quebec,1828.2
1539,2014,Full-time employment,Males,Saskatchewan,281.8
1540,2014,Part-time employment ,Females,Alberta,249.3
1541,2014,Part-time employment ,Females,British Columbia,350.2
1542,2014,Part-time employment ,Females,Manitoba,83.0
1543,2014,Part-time employment ,Females,New Brunswick,35.9
1544,2014,Part-time employment ,Females,Newfoundland and Labrador,25.8
1545,2014,Part-time employment ,Females,Nova Scotia,59.0
1546,2014,Part-time employment ,Females,Ontario,862.3
1547,2014,Part-time employment ,Females,Prince Edward Island,8.3
